id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
635762,Landing Page Submission,Direct Traffic,No,No,0,1.0,296,1.0,Converted to Lead,E-COMMERCE,,No,No,No,No,No,No,14.0,13.0,Yes
635761,API,Google,No,No,1,4.0,1859,2.0,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,14.0,No
635757,Landing Page Submission,Google,No,No,1,6.0,1252,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
635742,Landing Page Submission,Google,No,No,1,3.0,85,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,12.0,18.0,No
635736,Landing Page Submission,Direct Traffic,No,No,0,10.0,1395,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,Yes
635732,Landing Page Submission,Google,No,No,0,4.0,1777,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
635710,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
635706,Landing Page Submission,Google,No,No,0,4.0,65,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,13.0,17.0,No
635693,Landing Page Submission,Organic Search,No,No,0,3.0,261,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,No
635686,Landing Page Submission,Organic Search,No,No,1,5.0,112,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
635654,Landing Page Submission,Organic Search,No,No,1,3.0,980,3.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,14.0,Yes
635638,Landing Page Submission,Direct Traffic,No,No,1,5.0,899,1.67,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
635626,Landing Page Submission,Direct Traffic,No,No,0,14.0,470,2.8,SMS Sent,,,Yes,No,No,No,No,No,14.0,17.0,No
635613,Landing Page Submission,Google,No,No,1,5.0,590,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
635601,Landing Page Submission,Google,No,No,0,4.0,324,4.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,14.0,20.0,No
635587,Landing Page Submission,Google,No,No,1,3.0,1436,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
635574,Landing Page Submission,Direct Traffic,No,No,0,4.0,4,2.0,Email Opened,Rural and Agribusiness,,No,No,No,No,No,No,14.0,14.0,Yes
635571,Landing Page Submission,Direct Traffic,No,No,0,2.0,1223,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
635570,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
635475,Landing Page Submission,Google,No,No,0,3.0,50,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,17.0,No
635453,API,Google,No,No,1,4.0,1850,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
635449,Landing Page Submission,Google,No,No,1,2.0,1182,2.0,SMS Sent,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,15.0,18.0,No
635434,Landing Page Submission,Direct Traffic,No,No,0,3.0,126,3.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,17.0,Yes
635407,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,14.0,No
635377,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
635362,Landing Page Submission,Google,No,No,1,4.0,784,4.0,Page Visited on Website,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
635351,Landing Page Submission,Google,No,No,1,5.0,1190,2.5,SMS Sent,Human Resource Management,Student,No,No,No,No,No,No,15.0,20.0,No
635332,Lead Add Form,Reference,No,No,1,,827,,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
635329,Landing Page Submission,Direct Traffic,No,No,0,5.0,1961,5.0,SMS Sent,International Business,,No,No,No,No,No,No,14.0,18.0,Yes
635328,Landing Page Submission,Google,No,No,0,4.0,257,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
635319,API,Google,No,No,0,2.0,377,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
635314,Landing Page Submission,Google,No,No,1,5.0,1209,5.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,15.0,18.0,No
635041,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,18.0,No
635026,Landing Page Submission,Google,No,No,0,3.0,1321,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
635021,API,Google,No,No,0,2.0,1252,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
635018,API,Google,No,No,1,14.0,1507,1.56,Page Visited on Website,Business Administration,Working Professional,No,No,No,No,No,No,16.0,15.0,No
635017,Landing Page Submission,Google,No,No,0,6.0,329,6.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
634994,Landing Page Submission,Direct Traffic,No,No,0,5.0,328,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634982,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
634981,API,Google,No,No,0,2.0,403,2.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
634963,Landing Page Submission,Google,No,No,1,5.0,538,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
634960,API,Google,No,No,0,2.0,1144,1.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
634917,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
634911,Landing Page Submission,Google,No,No,0,3.0,280,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,18.0,Yes
634902,Landing Page Submission,Direct Traffic,No,No,1,7.0,1357,1.75,Page Visited on Website,IT Projects Management,Working Professional,No,No,No,No,No,No,16.0,16.0,Yes
634882,Landing Page Submission,Direct Traffic,No,No,0,27.0,386,5.4,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
634868,API,Chat,No,No,0,0.0,0,0.0,Form Submitted on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,15.0,No
634857,Landing Page Submission,Direct Traffic,No,No,0,1.0,1034,1.0,Converted to Lead,Operations Management,,No,No,No,No,No,No,14.0,16.0,Yes
634850,API,Google,No,No,1,2.0,1814,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
634847,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
634843,Landing Page Submission,Organic Search,No,No,0,5.0,124,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
634823,API,Google,No,No,0,3.0,344,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
634813,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
634799,Landing Page Submission,Direct Traffic,No,No,0,8.0,305,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
634782,Landing Page Submission,Organic Search,No,No,1,3.0,597,3.0,SMS Sent,Media and Advertising,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
634779,Landing Page Submission,Direct Traffic,No,No,0,7.0,298,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
634776,Landing Page Submission,Organic Search,No,No,1,5.0,1025,5.0,SMS Sent,Human Resource Management,Student,No,No,No,No,No,No,15.0,18.0,Yes
634763,Landing Page Submission,Organic Search,No,No,0,2.0,860,2.0,Email Link Clicked,E-COMMERCE,Unemployed,No,No,No,No,No,No,12.0,15.0,No
634758,API,Google,No,No,0,2.0,889,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
634753,API,Google,No,No,0,2.0,1220,2.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
634728,Landing Page Submission,Direct Traffic,No,No,1,4.0,1357,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
634708,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
634699,Landing Page Submission,google,Yes,No,0,4.0,288,4.0,SMS Sent,Select,,No,No,No,No,No,No,14.0,14.0,No
634691,Landing Page Submission,Direct Traffic,No,No,1,2.0,882,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
634690,Landing Page Submission,Google,No,No,1,5.0,841,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
634685,API,Google,No,No,0,6.0,247,6.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
634664,Landing Page Submission,Organic Search,No,No,1,9.0,869,4.5,SMS Sent,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
634647,Lead Add Form,Reference,No,No,1,2.0,1194,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
634641,Landing Page Submission,Direct Traffic,No,No,0,3.0,261,3.0,Email Link Clicked,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,Yes
634632,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,17.0,No
634627,Landing Page Submission,Organic Search,No,No,1,3.0,140,3.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
634607,Landing Page Submission,Google,No,No,0,2.0,399,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
634595,Landing Page Submission,Organic Search,No,No,0,4.0,1255,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
634594,Landing Page Submission,Google,No,No,0,5.0,0,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
634592,Landing Page Submission,Google,No,No,1,4.0,1552,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
634560,Landing Page Submission,Organic Search,No,No,0,6.0,1565,6.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,Yes
634536,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,162,1.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
634529,Landing Page Submission,Google,No,No,0,6.0,365,3.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
634513,API,Organic Search,No,No,1,5.0,8,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634511,API,Chat,No,No,0,1.0,72,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
634478,Landing Page Submission,Google,No,No,0,4.0,93,1.33,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
634474,Landing Page Submission,Google,No,No,0,4.0,278,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
634466,API,Google,No,No,1,4.0,1524,1.33,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
634459,Landing Page Submission,Direct Traffic,No,No,0,4.0,325,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,18.0,Yes
634422,Landing Page Submission,Google,No,No,0,4.0,602,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
634389,API,Organic Search,No,No,0,7.0,356,7.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
634368,Landing Page Submission,Direct Traffic,No,No,0,7.0,218,3.5,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
634314,Landing Page Submission,Direct Traffic,No,No,1,2.0,1638,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
634310,API,Direct Traffic,No,No,0,17.0,250,4.25,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
634306,Landing Page Submission,Direct Traffic,No,No,0,6.0,299,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,20.0,No
634298,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
634271,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
634244,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
634237,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
634222,API,Google,No,No,0,2.0,397,1.0,Email Opened,,,No,No,No,No,No,No,,,No
634190,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634167,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
634153,API,Google,No,No,1,2.0,673,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634127,Landing Page Submission,Organic Search,No,No,0,7.0,260,7.0,Chat Conversation,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
634125,API,Google,No,No,1,2.0,103,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
634106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
634102,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
634094,API,Google,No,No,1,4.0,659,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
634092,Landing Page Submission,Direct Traffic,No,No,1,9.0,1150,4.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
634084,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
634083,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
634082,Landing Page Submission,Google,No,No,0,3.0,26,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,10.0,18.0,No
634068,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
634056,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
634053,API,Google,No,No,1,2.0,1494,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
634047,Lead Add Form,Reference,No,No,1,,1721,,,Operations Management,Working Professional,No,No,No,No,No,No,,,No
634036,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
634029,Lead Add Form,Reference,No,No,1,,28,,Had a Phone Conversation,Business Administration,Working Professional,No,No,No,No,No,No,14.0,19.0,No
634027,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
634024,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
634019,API,Google,No,No,0,1.0,205,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634018,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
634015,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
633999,Landing Page Submission,Google,No,No,0,6.0,478,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
633998,Landing Page Submission,Organic Search,No,No,0,8.0,61,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,17.0,Yes
633996,Landing Page Submission,Organic Search,No,No,1,8.0,898,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
633971,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
633965,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
633962,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
633959,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
633956,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
633941,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
633939,API,Google,No,No,0,5.0,372,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
633926,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
633914,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
633910,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
633882,Landing Page Submission,Google,No,No,1,5.0,23,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,19.0,No
633878,Landing Page Submission,Google,No,No,0,4.0,379,4.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
633871,Landing Page Submission,Google,No,No,1,6.0,1806,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
633862,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
633842,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
633828,Landing Page Submission,Google,No,No,0,3.0,124,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
633825,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,42,4.0,Unsubscribed,IT Projects Management,Unemployed,No,No,No,No,No,No,8.0,13.0,Yes
633800,Landing Page Submission,Direct Traffic,No,No,0,2.0,73,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
633795,Landing Page Submission,Google,No,No,0,4.0,208,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
633778,Landing Page Submission,Google,No,No,1,8.0,68,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
633777,Landing Page Submission,Google,No,No,0,3.0,1314,3.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
633775,API,Google,No,No,1,2.0,1494,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
633770,Landing Page Submission,Organic Search,No,No,0,5.0,186,5.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
633746,Landing Page Submission,Organic Search,No,No,1,3.0,438,3.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,,,Yes
633744,Landing Page Submission,Google,No,No,1,4.0,1412,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
633731,API,Google,No,No,0,2.0,940,1.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
633715,Landing Page Submission,Google,No,No,0,3.0,510,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
633673,Landing Page Submission,Direct Traffic,No,No,1,2.0,1849,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
633646,Landing Page Submission,Direct Traffic,No,No,1,8.0,1484,8.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
633608,Landing Page Submission,Google,No,No,0,3.0,95,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
633605,Landing Page Submission,Google,No,No,0,2.0,389,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
633595,Landing Page Submission,Google,No,No,1,5.0,301,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
633562,Landing Page Submission,Direct Traffic,No,No,0,2.0,504,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
633550,Landing Page Submission,Direct Traffic,No,No,0,3.0,69,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
633531,Landing Page Submission,Google,No,No,1,6.0,332,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
633527,API,Google,No,No,0,3.0,55,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
633476,Landing Page Submission,Google,No,No,1,8.0,1641,4.0,Page Visited on Website,Hospitality Management,Working Professional,No,No,No,No,No,No,,,No
633475,Landing Page Submission,Direct Traffic,No,No,0,3.0,519,3.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,No
633455,Landing Page Submission,Google,No,No,1,4.0,1276,4.0,SMS Sent,Finance Management,Student,No,No,No,No,No,No,,,No
633453,Landing Page Submission,Direct Traffic,No,No,0,2.0,257,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
633445,API,Direct Traffic,No,No,0,1.0,263,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
633443,API,Google,No,No,0,1.0,36,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
633440,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633407,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
633399,Landing Page Submission,Direct Traffic,No,No,0,9.0,354,3.0,Email Opened,Retail Management,,No,No,No,No,No,No,14.0,18.0,Yes
633392,API,Google,No,No,0,2.0,2,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
633361,Landing Page Submission,Organic Search,No,No,0,3.0,1003,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
633358,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
633341,Landing Page Submission,Google,No,No,0,2.0,1007,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
633337,API,Google,No,No,0,3.0,156,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
633316,Landing Page Submission,Direct Traffic,No,No,0,3.0,54,3.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
633307,Landing Page Submission,Google,No,No,1,2.0,1349,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
633243,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633239,API,Google,No,No,1,2.0,1001,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
633182,Landing Page Submission,Google,No,No,0,3.0,57,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
633177,Landing Page Submission,Direct Traffic,No,No,0,2.0,349,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
633173,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
633166,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
633154,API,Chat,No,No,1,4.0,936,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
633149,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633143,Landing Page Submission,Direct Traffic,No,No,0,2.0,555,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
633132,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633126,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
633122,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
633120,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
633116,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
633112,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633104,API,Direct Traffic,No,No,1,17.0,1194,1.31,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633070,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
633046,API,Google,No,No,0,3.0,28,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633027,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,15.0,18.0,No
633014,Landing Page Submission,Direct Traffic,No,No,0,3.0,279,3.0,Page Visited on Website,Business Administration,,No,No,No,No,No,No,,,Yes
633013,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
633009,API,Google,No,No,0,2.0,70,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
632988,API,Google,No,No,0,3.0,562,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
632984,API,Google,No,No,0,3.0,23,1.5,Chat Conversation,,,No,No,No,No,No,No,,,No
632948,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
632943,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
632942,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
632940,Landing Page Submission,Google,No,No,1,5.0,1178,5.0,SMS Sent,Human Resource Management,Student,No,No,No,No,No,No,,,No
632926,Lead Add Form,Reference,No,No,1,,1010,,,Operations Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
632911,Landing Page Submission,Direct Traffic,Yes,No,1,4.0,1055,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
