id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
620439,Landing Page Submission,Direct Traffic,No,No,0,2.0,350,2.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
644881,API,Direct Traffic,No,No,0,20.0,1165,2.5,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
629556,Landing Page Submission,Organic Search,Yes,No,1,6.0,1525,6.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
583406,Landing Page Submission,Organic Search,No,No,0,4.0,5,4.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
627538,Landing Page Submission,Organic Search,No,No,1,3.0,933,3.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,,,No
607531,API,Organic Search,No,No,1,19.0,1377,6.33,Email Opened,Hospitality Management,Working Professional,No,No,No,No,No,No,16.0,14.0,No
593953,Landing Page Submission,Direct Traffic,No,No,1,3.0,1298,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
620629,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,120,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
646449,Landing Page Submission,Google,No,No,0,3.0,125,3.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,No
602472,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
589591,Lead Add Form,,No,No,0,,289,,,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
584008,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,267,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
591739,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,14.0,15.0,No
618288,Landing Page Submission,Direct Traffic,No,No,1,2.0,1311,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
660423,Landing Page Submission,Direct Traffic,No,No,0,5.0,182,5.0,Email Opened,Select,Student,No,No,No,No,No,No,13.0,18.0,No
589227,Landing Page Submission,Google,No,No,0,3.0,640,3.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,18.0,No
590049,Landing Page Submission,Direct Traffic,No,No,0,2.0,243,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,15.0,18.0,Yes
653836,Landing Page Submission,Direct Traffic,No,No,0,3.0,1458,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,16.0,Yes
601110,Landing Page Submission,Direct Traffic,No,No,0,7.0,160,7.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
648243,Landing Page Submission,Organic Search,No,No,0,4.0,35,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
657224,API,Referral Sites,No,No,0,7.0,250,2.33,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
634783,Landing Page Submission,Direct Traffic,No,No,0,1.0,111,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,17.0,No
588097,Lead Add Form,Reference,No,No,0,,711,,Had a Phone Conversation,Marketing Management,Working Professional,No,No,No,No,No,No,13.0,19.0,No
607359,API,Google,No,No,1,3.0,887,1.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
612605,Landing Page Submission,Google,No,No,1,5.0,725,2.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,No
596635,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
582159,API,Direct Traffic,No,No,0,2.0,230,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
610141,Landing Page Submission,Direct Traffic,No,No,0,2.0,1421,2.0,Page Visited on Website,E-Business,,No,No,No,No,No,No,,,No
583823,Landing Page Submission,Organic Search,Yes,No,0,3.0,146,3.0,Email Bounced,International Business,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
600952,Lead Add Form,Reference,No,No,1,,1660,,,Select,Working Professional,No,No,No,No,No,No,,,No
594251,Landing Page Submission,Direct Traffic,No,No,1,2.0,932,2.0,Email Opened,Operations Management,Unemployed,Yes,No,No,No,No,No,,,No
637844,Landing Page Submission,Direct Traffic,No,No,0,1.0,102,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
622839,Landing Page Submission,Direct Traffic,No,No,1,9.0,351,1.8,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
586397,Landing Page Submission,Direct Traffic,No,No,0,5.0,947,5.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
643998,API,Social Media,No,No,1,2.0,942,2.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
585704,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
628340,Landing Page Submission,Direct Traffic,No,No,0,3.0,747,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
600148,Landing Page Submission,Direct Traffic,No,No,1,8.0,1032,8.0,Email Opened,Business Administration,Other,No,No,No,No,No,No,,,No
588107,Landing Page Submission,Google,No,No,1,3.0,1283,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
598020,Lead Add Form,Reference,No,No,1,7.0,1052,2.33,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
649417,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
649409,Landing Page Submission,Direct Traffic,No,No,1,4.0,941,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
606970,Landing Page Submission,Direct Traffic,No,No,0,2.0,177,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
651926,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,19.0,No
590782,Landing Page Submission,Organic Search,No,No,1,8.0,1745,8.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
589558,Landing Page Submission,Google,No,No,1,5.0,1255,2.5,Email Received,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
637858,Landing Page Submission,Google,No,No,0,4.0,346,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
614974,Landing Page Submission,Direct Traffic,No,No,1,3.0,206,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
591765,Landing Page Submission,Google,Yes,No,0,4.0,183,4.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,12.0,17.0,No
592415,Landing Page Submission,Google,No,No,1,6.0,798,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,20.0,No
614566,Landing Page Submission,Google,No,No,0,2.0,312,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
614745,Landing Page Submission,Google,No,No,0,8.0,159,2.67,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,,,No
594387,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
596724,Landing Page Submission,Direct Traffic,No,No,1,3.0,1129,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
625581,Landing Page Submission,Direct Traffic,No,No,0,3.0,365,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
647991,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
603166,Landing Page Submission,Direct Traffic,No,No,0,17.0,1103,4.25,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
588001,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
658264,Landing Page Submission,Direct Traffic,No,No,1,9.0,1953,1.8,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
649359,API,Google,No,No,0,2.0,76,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
592678,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
605328,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
642070,API,Google,No,No,0,4.0,1732,4.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
641414,Landing Page Submission,Google,No,No,1,7.0,842,3.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
587108,Landing Page Submission,Google,No,No,1,5.0,752,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
636345,Landing Page Submission,Google,No,No,0,4.0,369,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
637640,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Unreachable,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,15.0,No
647980,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
651993,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645385,API,Google,No,No,1,2.0,880,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
603543,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
590526,Landing Page Submission,Google,No,No,0,4.0,1101,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
630663,API,Organic Search,Yes,No,0,2.0,274,2.0,Email Bounced,,,No,No,No,No,No,No,,,No
627147,Landing Page Submission,Google,No,No,0,3.0,257,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
658048,Landing Page Submission,Direct Traffic,No,No,1,3.0,1183,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,17.0,Yes
627485,Lead Add Form,Reference,No,No,1,,1540,,,Select,Unemployed,No,No,No,No,No,No,,,No
612466,Landing Page Submission,Google,No,No,0,5.0,463,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
641149,API,Google,No,No,0,3.0,275,3.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
587968,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,18.0,No
599985,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
614229,Landing Page Submission,Direct Traffic,No,No,0,8.0,96,8.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
628344,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
624486,API,Google,No,No,0,3.0,116,3.0,Email Opened,,,No,No,No,No,No,No,,,No
642969,Landing Page Submission,Direct Traffic,No,No,0,3.0,1041,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
605592,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
591076,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,352,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
630128,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,305,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
628025,API,Google,No,No,1,2.0,1486,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
581625,Landing Page Submission,Organic Search,No,No,1,10.0,674,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
627749,Landing Page Submission,Organic Search,No,No,0,3.0,599,3.0,SMS Sent,Retail Management,,No,No,No,No,No,No,,,Yes
585388,Landing Page Submission,Organic Search,Yes,No,0,17.0,96,5.67,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
590341,Landing Page Submission,Google,No,No,0,4.0,1455,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
593916,API,Direct Traffic,No,No,1,10.0,1324,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
625124,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
659334,API,Google,No,No,0,2.0,767,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No
625011,Landing Page Submission,Google,No,No,0,6.0,179,6.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
657902,API,Chat,No,No,0,7.0,1130,2.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
591831,Landing Page Submission,Google,No,No,0,3.0,952,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
623727,Landing Page Submission,Google,No,No,0,3.0,320,3.0,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,,,No
604230,Landing Page Submission,Direct Traffic,No,No,0,4.0,534,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
647040,Landing Page Submission,Organic Search,No,No,1,3.0,149,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,14.0,No
616772,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
610757,Landing Page Submission,Direct Traffic,No,No,0,2.0,53,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
643170,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No
631621,Landing Page Submission,Direct Traffic,No,No,0,2.0,442,2.0,Chat Conversation,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
592426,API,Google,No,No,0,2.0,871,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
600887,Landing Page Submission,Direct Traffic,No,No,1,4.0,1081,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
595230,Landing Page Submission,Direct Traffic,No,No,1,2.0,1534,2.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,13.0,15.0,Yes
622093,Landing Page Submission,Google,No,No,1,4.0,1179,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
586357,API,Google,No,No,0,3.0,752,3.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
598804,Landing Page Submission,Organic Search,No,No,1,3.0,16,1.5,Email Opened,Human Resource Management,Housewife,No,No,No,No,No,No,,,Yes
659896,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
588255,API,Direct Traffic,No,No,1,9.0,1448,1.8,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
583811,Landing Page Submission,Google,No,No,1,9.0,665,2.25,SMS Sent,Marketing Management,,No,No,No,No,No,No,15.0,17.0,No
629602,API,Google,No,No,1,2.0,1505,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,,,No
653049,API,Organic Search,No,No,0,2.0,8,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
592940,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
642056,Landing Page Submission,Google,No,No,1,11.0,1714,5.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
618943,API,Organic Search,No,No,0,2.0,391,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
591837,Landing Page Submission,Google,No,No,1,4.0,665,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
639869,Landing Page Submission,Direct Traffic,No,No,0,3.0,413,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
587535,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
652104,Landing Page Submission,Organic Search,No,No,0,10.0,869,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,18.0,Yes
642553,Landing Page Submission,Organic Search,No,No,0,8.0,241,8.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
625185,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
657267,Landing Page Submission,Organic Search,No,No,0,4.0,12,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
609677,Landing Page Submission,Direct Traffic,No,No,1,3.0,1158,1.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
636186,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
607265,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,232,5.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
584456,Landing Page Submission,Direct Traffic,No,No,1,9.0,1256,9.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,14.0,18.0,Yes
587699,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,165,2.0,Form Submitted on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
625303,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
607274,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
591648,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
599501,Lead Add Form,Reference,No,No,1,,266,,,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
605471,Landing Page Submission,Direct Traffic,No,No,1,2.0,1305,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
582047,Landing Page Submission,Direct Traffic,No,No,1,6.0,1494,1.5,Form Submitted on Website,Retail Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
594063,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,,,No
655349,Landing Page Submission,Organic Search,No,No,1,5.0,1250,5.0,Email Opened,E-COMMERCE,Working Professional,No,No,No,No,No,No,15.0,13.0,Yes
609160,API,Google,No,No,0,3.0,79,1.5,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
614115,API,Google,No,No,0,2.0,1220,2.0,Email Opened,,,No,No,No,No,No,No,,,No
656715,Lead Add Form,Reference,No,No,1,,43,,,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,No
630801,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Student,No,No,No,No,No,No,,,No
619649,Landing Page Submission,Google,No,No,1,4.0,765,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
649398,API,Referral Sites,No,No,1,11.0,1863,5.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,13.0,No
658070,Landing Page Submission,Direct Traffic,No,No,0,7.0,74,2.33,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
631699,Landing Page Submission,Organic Search,No,No,0,4.0,639,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
641410,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651020,Landing Page Submission,Google,No,No,1,6.0,168,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
608967,Landing Page Submission,Google,No,No,1,10.0,97,3.33,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
601100,Lead Add Form,Reference,No,No,1,,1476,,,Finance Management,Unemployed,No,No,No,No,No,No,,,No
596601,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,307,2.5,Page Visited on Website,Services Excellence,,No,No,No,No,No,No,,,Yes
629410,Landing Page Submission,Google,No,No,0,2.0,208,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630623,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
589435,Landing Page Submission,Google,Yes,No,0,10.0,271,5.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
653473,API,Google,No,No,1,8.0,978,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
617307,Landing Page Submission,Google,No,No,0,6.0,128,6.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
638283,Landing Page Submission,Organic Search,No,No,0,3.0,291,3.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
660447,Landing Page Submission,Google,No,No,1,3.0,1068,3.0,Form Submitted on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,No
633945,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
603400,Landing Page Submission,Google,No,No,0,5.0,248,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,,,No
604321,Landing Page Submission,Google,No,No,0,4.0,128,4.0,Email Link Clicked,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
651623,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,19.0,No
637539,Landing Page Submission,Organic Search,No,No,0,9.0,221,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
620405,Landing Page Submission,Direct Traffic,No,No,0,8.0,306,8.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
609145,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
603996,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
655782,API,Organic Search,No,No,0,11.0,306,11.0,Page Visited on Website,Services Excellence,,No,No,No,No,No,No,16.0,12.0,Yes
628929,Landing Page Submission,Direct Traffic,No,No,1,8.0,1797,2.67,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
614132,Landing Page Submission,Google,No,No,1,9.0,185,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
591029,Landing Page Submission,Organic Search,No,No,1,4.0,5,4.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,15.0,15.0,Yes
640387,Landing Page Submission,Organic Search,No,No,1,4.0,41,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
629645,Landing Page Submission,Direct Traffic,No,No,1,3.0,294,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,Yes
613346,Landing Page Submission,Direct Traffic,No,No,1,5.0,803,2.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
619428,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
584235,Landing Page Submission,Direct Traffic,No,No,0,1.0,432,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,16.0,17.0,No
583781,Landing Page Submission,Google,No,No,0,5.0,191,5.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,17.0,No
652681,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,16.0,14.0,No
654187,Lead Import,Facebook,No,No,1,,1012,,,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,13.0,No
593124,API,Google,No,No,1,2.0,987,1.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,13.0,15.0,No
637766,Landing Page Submission,Direct Traffic,No,No,1,2.0,1677,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
641584,Landing Page Submission,Google,No,No,0,5.0,231,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
582634,Landing Page Submission,Google,No,No,0,2.0,1124,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,20.0,No
639324,Landing Page Submission,Google,No,No,0,2.0,151,2.0,SMS Sent,,,No,No,No,No,No,No,13.0,17.0,No
616164,Landing Page Submission,Google,No,No,1,2.0,665,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
620055,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
616744,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
609475,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
580141,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
581635,API,Organic Search,No,No,0,4.0,190,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
586138,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
583627,API,Organic Search,No,No,0,6.0,100,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
607106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
643228,Landing Page Submission,Google,No,No,1,3.0,949,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
622403,Lead Add Form,,Yes,No,0,,44,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
643280,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,13.0,No
638022,Landing Page Submission,Direct Traffic,No,No,0,2.0,130,2.0,Unreachable,Business Administration,,No,No,No,No,No,No,12.0,18.0,Yes
647983,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
606773,Lead Add Form,Reference,No,No,0,,301,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
624642,Landing Page Submission,Google,No,No,0,1.0,292,1.0,Converted to Lead,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
595656,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637184,Landing Page Submission,Google,No,No,1,6.0,945,6.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
645703,Landing Page Submission,Referral Sites,No,No,1,6.0,1689,6.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes
626940,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
